CAMPAIGN_NAME,ASG_GROUPING_TITLE,ARTIST_DISPLAY_NAME,index
"[1869] - AR, Mariela Castiglioni, Anitta, Envolver, 90K perfil de Anitta, Nov 2021",Envolver,Anitta,1990
"[2848] - AR, Santiago Silva, Beyla, Callejero, 50K, Nov 2021",A Casa,84,2000
"[1867] - AR, Santiago Silva, Blessd, Medallo, 100K, Nov 2021",210,210,2010
"[1868] - AR, Santiago Silva, Justin Quiles, Colorin Colorao, 100K, Nov 2021",Colorín Colorado,Justin Quiles,2020
Aya Nakamura | Traffic,Happy Jack,RA,2030
Kiddo CSA Organic IG Content Boosting - November 2021 - R 2000 - 12 Nov - 18 Nov,Odota,ANI,2040
WMA / Jess Mauboy Glow / 2620 / PO67889,Glow,Jessica Mauboy,2050
Charlotte Cardin - Réédition album Phoenix - BDC - 2k€ - 121121 - Trafic,"Mozart: ""Popoli di Tessaglia... Io non chiedo, eterni Dei"", K. 316","Sabine Devieilhe, Marianne Crebassa, Les Siècles, François-Xavier Roth",2060
GAMBI // BDC - pub Khedma - 2K€ - 12/11 - Trafic,Khedma,Gambi,2070
Amir - Réédition Album - BDC - 3k€ - 121121 - Trafic,Toi,Amir,2080
[Phase 1] [FB/IG/IGS] WrNa - Dan + Shay - Pick Out A Christmas Tree [Amazon Music] + Officially Christmas - P1 - R - 0062L00000WC8iZQAT,Officially Christmas,Dan + Shay,2090
[Phase 1] [FB Boosted] WrNa - Dan + Shay - Pick Out A Christmas Tree [Amazon Music] + Officially Christmas - P1 - R - 0062L00000WC8iZQAT,Pick Out a Christmas Tree,Dan + Shay,2100
[Phase 1] [IG Boosted] WrNa - Dan + Shay - Pick Out A Christmas Tree [Amazon Music] + Officially Christmas - P1 - R - 0062L00000WC8iZQAT,Pick Out a Christmas Tree,Dan + Shay,2110
HI - VV - Alok - Wherever You Go - BE:PO546710,210,210,2120
HI - VD - James Blunt - Pre-order - NL:PO547027,Riders,James,2130
HI - Burna Boy - This Is Burnay Boy - NL:PO547419,Anybody,Burna Boy,2140
Avril Lavigne - Bite Me,Bite Me,Avril Lavigne,2150
Silk Sonic [An Evening With Silk Sonic],Ending it all,KSI,2160
Int - Bruno Mars Silk Sonic - An Evening With Silk Sonic - Landing Page Views - Spotify – Copy,"Messiah, HWV 56, Pt. II: No. 41. Let Us Break Their Bonds Asunder",London Philharmonic Orchestra & London Philharmonic Choir & Walter Susskind,2190
Avril Lavigne (reach),Crush,Avril Lavigne,2200
[FB - Bruno Mars] WrNz - Silk Sonic - Album - P1 - R - 0062L00000WCcoNQAT [New Zealand],Run,Zeana,2210
[FB - Anderson .Paak] WrNz - Silk Sonic - Album - P1 - R - 0062L00000WCcoNQAT [New Zealand],Answers,Anderson.Paak,2220
[FB/IG - Silk Sonic] WrNz - Silk Sonic - Album - P1 - R - 0062L00000WCcoNQAT [New Zealand],Alla,Zeana,2230
[IGS/IG Reels - Silk Sonic] WrNz - Silk Sonic - Album - P1 - R - 0062L00000WCcoNQAT [New Zealand],Alla,Zeana,2240
AAtln - GAYLE - Abcdefu [Pt. 2] (Phase 2 - DSPs) [IG Reels] - P2 - R - 0062L00000WCn3qQAD [United States],abcdefu,GAYLE,2250
Big Beat: Atlantic Chill - Nostalgic Memory [Q4 2021]  IG Boosted - P1 - R - 0062L00000VJ6zpQAD [USA],Lan,Tai Chi,2260
Renaud Capuçon Violon Paris-121121-W000277992-FB-1000-Trafic,Bolo,RA,2270
PL Fitness Hits Topsify-121121-W000277990-FB-1000-Trafic,NIC,Nines,2280
PL Chansons FR-121121-W000277989-FB-1000-Trafic,747,Hanson,2290
Playlist Hits Cultes-121121-W000277988-FB-1000-Trafic,Plach,Alisa,2300
PL Noël - BDC - 2k€ - Phase 2 - 121121 - Trafic,3 1/2,AFI,2310
WrRE - Adam Melchor - x Briston Maroney - Holding on For Dear Life - P1 - R - 0062L00000WCUvIQAX [United States],Dusta,Adam,2330
WrRE - brother sundance - Rat Race EP - P1 - R - 0062L00000VIg1DQAT [FB] [United States],Rat Race,brother sundance,2350
WrRE - brother sundance - Rat Race EP - P1 - R - 0062L00000VIg1DQAT [IG/IGS] [United States],Rat Race,brother sundance,2360
WrRE - brother sundance - Rat Race EP - P1 - R - 0062L00000VIg1DQAT [Reels] [United States],Rat Race,brother sundance,2370
Trafico - Medallo (Blessd) (Spotify) - Noviembre 2021,Vip,bless,2380
Instagram post: @kiddo_csa visited the office...,The City,RA,2390
Instagram post: @theefaithk’s latest album...,The City,RA,2400
Instagram post: 🐐 @ckay_yo,Ay,Rampa,2410
Instagram post: @nlechoppamusic is back with that...,Intro,NLE Choppa,2420
Instagram post: Welcome to the world of...,Someone to Die For,RA,2430
[Singapore] WrAR - WMG - Various Artists - Christmas - P1 - R - 0062L00000VJKAzQAP,Stay,Various Artists,2440
Robin Schulz & Dennis Lloyd - Young Right Now,Young Right Now,Robin Schulz & Dennis Lloyd,2450
Silk Sonic - An Evening with Silk Sonic (Album),Ending it all,KSI,2460
PAUL PABLO - GULO NOV 2021 AUDIO ADS,Gulo,Paul Pablo,2480
2509| WMA ADS | MA | HAMILTON | SOUNDTRACK |P067864 | INT,Into the Sunset,RA,2500
Avril Lavigne - Bite Me - Insta Feed,Bite Me,Avril Lavigne,2510
Silk Sonic An Evening With Silk Sonic traffic FB Feed,Eva,Raf,2520
Silk Sonic An Evening With Silk Sonic traffic Insta Feed,Eva,Raf,2530
Rod Stewart - The Tears Of Hercules - Out Now - Phase 3_Instagram_Story Ad_clicks,The Tears Of Hercules,Rod Stewart,2540
Rod Stewart - The Tears Of Hercules - Out Now - Phase 3_Instagram_Feed Ad_clicks,The Tears Of Hercules,Rod Stewart,2550
Rod Stewart - The Tears Of Hercules - Out Now - Phase 3_Facebook_Feed Ad_clicks,The Tears Of Hercules,Rod Stewart,2560
Christmas Track Campaign // Kylie Minogue // Spotify _Facebook_Feed Ad_clicks,At Christmas,Kylie Minogue,2570
Christmas Track Campaign // Twenty One Pilots // Apple Music_Instagram_Story Ad_clicks,It's Christmas,Pilot,2580
Silk Sonic Album_Instagram_Story Ad_awareness,War,WAR,2590
Neil Young Barn Album_Instagram_Promoted Post_awareness,Hong,RA,2600
Silk Sonic Album_Instagram_Feed Ad_awareness,War,War,2610
Silk Sonic Album_Facebook_Feed Ad_awareness,ok,KSI,2620
Malou - Let You Go_Instagram_Story Ad_clicks,Let You Go,Malou,2630
Malou - Let You Go_Instagram_Feed Ad_clicks,Let You Go,Malou,2640
JC Stewart - DSYLM FLight 3_Instagram_Feed Ad_clicks,Stay,JC Stewart,2650
JC Stewart - DSYLM FLight 3_Instagram_Story Ad_awareness,Stay,JC Stewart,2660
Sia - Santa Visits Everyone (Spotify Exclusive)_Instagram_Feed Ad_clicks,Santa Visits Everyone,Sia,2670
Malou APPLE MUSIC_Instagram_Story Ad_clicks,Apple Jam,MKS,2680
FOALS - Wake Me Up (Track)_Instagram_Story Ad_clicks,Wake Me Up,Foals,2690
FOALS - Wake Me Up (Track)_Instagram_Feed Ad_clicks,Wake Me Up,Foals,2700
FOALS - Wake Me Up (Track)_Facebook_Feed Ad_clicks,Wake Me Up,Foals,2710
NLE Choppa - Jumpin_Instagram_Story Ad_clicks,Jumpin,NLE Choppa,2720
NLE Choppa - Jumpin_Instagram_Feed Ad_clicks,Jumpin,NLE Choppa,2730
Ceu: Un Gosto del Sol (Kanal: Jazz News)_Instagram_Feed Ad_awareness,War,WAR,2740
Heidi Klum - Wonderland_Instagram_Story Ad_clicks,Yonder,Yonder,2750
Heidi Klum - Wonderland_Instagram_Feed Ad_clicks,Yonder,Yonder,2760
Heidi Klum - Wonderland_Facebook_Feed Ad_clicks,ok,KSI,2770
Silk Sonic Album_Instagram_Story Ad_Apple_awareness,War,WAR,2780
Avril Lavigne - Bite Me (Animated Artwork)_Instagram_Story Ad_awareness,Bite Me,Avril Lavigne,2790
Robin Schulz & Dennis Lloyd - Young Right Now_Instagram_Story Ad_clicks,Young Right Now,Robin Schulz & Dennis Lloyd,2800
Robin Schulz & Dennis Lloyd - Young Right Now_Instagram_Feed Ad_clicks,Young Right Now,Robin Schulz & Dennis Lloyd,2810
Avril Lavigne - Bite Me (Animated Artwork)_Instagram_Feed Ad_awareness,Bite Me,Avril Lavigne,2820
Avril Lavigne - Bite Me (Animated Artwork)_Facebook_Feed Ad + Messenger Ad_awareness,Bite Me,Avril Lavigne,2830
Karl Killing - friday nights-IG-WMB,friday nights,Karl Killing,2840
Ilta - Taivas maan päällä - IGS,Taivas maan päällä,Ilta,2850
Avril Lavigne - Bite Me - IGS,Bite Me,Avril Lavigne,2860
Avril Lavigne - Bite Me - FB,Bite Me,Avril Lavigne,2870
Silk Sonic-An Evening with-WMB,idk,KSI,2880
Ilta - Taivas maan päällä - FB,Taivas maan päällä,Ilta,2890
Silk Sonic - Smoking Out The Window - IGS,Windows,SIL,2900
Silk Sonic - albumi - FB,Lab,Sia,2910
Efecto Pasillo - 10 - PO - NOV 2021,20/21,Leto,2920
David Bowie - Box Brillant Adventure - PO - NOV 2021,Brilliant Adventure,David Bowie,2930
WMP - Minelli - Nothing hurts - FB/IG - Traffic,Nothing Hurts,Minelli,2940
Post na Instagramie: AVRIL IS BACK! ❤️‍🔥...,Post Animal,Post Animal,2950
Post na Instagramie: Jutro premiera albumu...,Auto,Jutrø,2960
Anitta Envolver,Envolver,Anitta,2970
Anitta Envolver Rep Video,Envolver,Anitta,2980
Avril Lavigne Bite Me,Bite Me,Avril Lavigne,2990
Nicole Horts Girasol,Sola,Nicole Horts,3000
Nicole Horts Girasol Rep Video,Sola,Nicole Horts,3010
Leon Leiden Una Chica Como Tú,Una Chica Como Tú,Leon Leiden,3020
Made Oportunidad Rep video,We Are Devo,Devo,3040
Mario Bautista Top México Spotify,MIA,Omarion,3050
A36 - Block (View),BLOCK,A36,3070
A36 - Block (Rækkevide),BLOCK,A36,3080
NAVID - Mandag  (View),Viewer,MEAN,3090
Silk Sonic - SOTW - del 2 (View),idk,KSI,3100
Silk Sonic - SOTW - del 2 - Trafik,Due,Raf,3110
Tiësto - The Motto,Don't Stop,Tiësto,3120
Ny Videovisninger-kampagne,Karma,Rage,3130
2615 | WMA ADS | EC | Black Friday 2021 | P0TBC__Conversions,21,FRIDAY,3140
KEIKO NECESARIO - GABI NOV 2021 AUDIO ADS,Gabi,Keiko Necesario,3150
[Philippines] WrAR - WMG - Various Artists - Christmas - P1 - R - 0062L00000VJKAzQAP,Stay,Various Artists,3160
Vanesa Martín - Y yo latiendo - SGL - NOV 2021,Y yo latiendo,Vanesa Martín,3170
A36 - AREA 36 - BLOCK,BLOCK,A36,3180
Robin Schulz - Young Right Now,Robin Schulz - The Movie,Robin Schulz & Rhys,3190
2510| WMA ADS | MA | ROB THOMAS | CHRISTMAS | P067908 | INT,Bent,Rob Thomas,3210
2622 | WMA ADS | BF | NLE CHOPPA | JUMPIN | P067978,Jumpin,NLE Choppa,3220
A36 - BLOCK,BLOCK,A36,3230
ST. WOLF - INFATUATION NOV 2021 AUDIO ADS,Infatuation,ST. WOLF,3240
[Malaysia] WrAR - WMG - Various Artists - Christmas - P1 - R - 0062L00000VJKAzQAP,Stay,Various Artists,3250
CATRIONA - LOVE LANGUAGE NOV 2021 AUDIO ADS,Love Language,Catriona,3260
Rhys - Cry over me,Cry over me,Rhys,3270
ANI - Tyttö sä oot tähti,"Tyttö, sä oot tähti",ANI,3280
Gambi - BDC - Single Khedma - 2k€ - Traffic - 121121,Khedma,Gambi,3290
[IG Reels] WrRE - Warren Zeiders - Artist Development - P3 - R - 0062L00000WC9ZiQAL – Copy,Ride the Lightning,Warren Zeiders,3301
[IG/IGS] WrRE - Warren Zeiders - Artist Development - P3 - R - 0062L00000WC9ZiQAL,Ride the Lightning,Warren Zeiders,3302
WrRE - Benson Boone - GHOST TOWN [Respend] - P2 - R - 0062L00000WCZgpQAH [Related Artist Targeting - United States],Ghost Town,Benson Boone,3303
Atln - 22Gz - Suburban Pt. 2 [Spotify Push] - P2 - R - 0062L00000WCjhIQAT,Suburban Pt. 2,22Gz,3304
Atln - Charlotte Cardin - Phoenix - P1 - R - 0062L00000VI3m4QAD,Scorpio Season,Charlotte Cardin,3305
WrRE - Benson Boone - GHOST TOWN [Respend] - P2 - R - 0062L00000WCZgpQAH [United States],Ghost Town,Benson Boone,3306
Eltr  - Avril Lavigne - Bite Me [Boosted] - P1 - R - 0062L00000WCTAAQA5 [United States],Bite Me,Avril Lavigne,3310
WrRE - IV4 - Stroke - P1 - R - 0062L00000WC8uqQAD [United States],Stroke,IV4,3311
N006371 - Micro TDH - Nueve - Maintenance,Chances,Nue,3321
UC_DN_4_【blackboard】Trueview_【再生施策】【Ms.OOJA_真夜中のドア～Stay With Me～】【海外】,"Tim Gant Project featuring Roberta Thomas/Party Lights, Party Nights","Garrison Keillor, Robin Williams, Linda Williams & Prudence Johnson",3331
UC_DN_4_【blackboard】Trueview_【再生施策】【Ms.OOJA_真夜中のドア～Stay With Me～】【国内】,"Tim Gant Project featuring Roberta Thomas/Party Lights, Party Nights","Garrison Keillor, Robin Williams, Linda Williams & Prudence Johnson",3341
UC_DN_4_【blackboard】ディスカバリー_【高評価施策】【Ms.OOJA_真夜中のドア～Stay With Me～】,So Hot Wit Me,Bordo,3351
[DS] Coque Malla - El Astronauta Gigante - ALB - NOV 2021,El barco,Coque Malla,3361
【あいみょん／ハート】_【インストリーム】_【20211113-1130】,210,210,3371
[DS] Gen Dro Cine (Genérico) - EVENTO - NOV 2021,Nie Genug,Rico,3381
Silk Sonic Album_Youtube_InStream Ad_awareness,Awake,ICY L,3391
Angesagt! Heidi Klum - Wonderland (Official Lyric Video) Push_Youtube_Instream Ad & Discovery Ad_awareness,Angel,WAR,3401
YT - A36 - Block - BOOST,BLOCK,A36,3411
WrRE - Smiley - Breakdown + Buy or Bye 2 - P1 - R - 0062L00000WCTtuQAH (Buy or Bye 2 release) [USA],Breakdown,Smiley,3421
Trueview | MC Branquinha - Eu vou te macetar,Brain,Brain,3431
PL Noel Top Hits - 1k€ - Dark - 121121 - Trafic,Trafic,Leto,3441
D. JINAN - TIMELESS - TRAFFIC TO SPOTIFY,Timal,Timal,3461
A36 - Block,BLOCK,A36,3481
Omah Lay - Free My Mind,Free My Mind,Omah Lay,3491
Avril Lavigne - Bite Me - Boost Avril,Bite Me,Avril Lavigne,3511
D. JINAN - TIMELESS - VIEWS,Timal,Timal,3521
Traffic20211112154730,Tu,Raf,3531
HI - Zoe Livay - Vloek - NL:PO(adcredits),Vloek,Zoë Livay,3541
Traffic20211112161548,Tu,Raf,3561
Lil Uzi Vert - Demon High #2_TikTok_Promoted Post_clicks,Demon High,Lil Uzi Vert,3581
Int - Silk Sonic - An Evening With Silk Sonic - Traffic - Spotify,Eva,Raf,3591
Int - Ed Sheeran - Overpass Graffiti MV - Traffic - Spotify,Overpass Graffiti,Ed Sheeran,3601
WMP - Minelli - Nothing Hurts - Traffic,Nothing Hurts,Minelli,3631
Silk Sonic Album_TikTok_In-Feed Ad_awareness,Happiness,War,3641
Silk Sonic - Album push,Swim,Bush,3661
Silk Sonic - album,Exquisite Corpse (FULL ALBUM STREAM),Silk,3671
Malou - Let You Go_TikTok_In-Feed Ad_clicks,Let You Go,Malou,3681
Int - Avril Lavigne - Bite Me - Traffic - Spotify,Bite Me,Avril Lavigne,3691
JC Stewart - DSYLM FLight 3_TikTok_In-Feed Ad_clicks,ok,KSI,3701
A36 - AREA 36 / BLOCK - Musikvideo Block Ute nu - Boost A36,BLOCK,A36,3711
ChrisHolsten_Stem_12.11-16.11,Steam,Phish,3721
A36 - AREA 36 / BLOCK - Ute nu - Dark post,BLOCK,A36,3731
A36 - AREA 36 / BLOCK - Musikvideo Block Ute nu - Boost A36 - NORGE,BLOCK,A36,3741
A36 - AREA 36 / BLOCK - Ute nu - Dark post - NORGE,BLOCK,A36,3751
HI - CA - Burna Boy - This Is Burna Boy - NL:PO(adcredits),This Side,Burna Boy,3761
A36 - AREA 36 / BLOCK - Musikvideo Block Ute nu - Boost A36 - FINLAND,BLOCK,A36,3771
FOALS - Wake Me Up (Track)_TikTok_Promoted Post_engagement,Wake Me Up,Foals,3781
A36 - AREA 36 / BLOCK - Ute nu - Dark post - FINLAND,BLOCK,A36,3791
Gayle - ABCDEFU,abcdefu,GAYLE,3801
ANI - Tyttö sä oot tähti - boost,"Tyttö, sä oot tähti",ANI,3811
PLUMAS ALBUM AWARENESS,Happiness,War,3821
Warner Music Canada - Montreal - Amir - Ressources [Deluxe] - P1 - R - 0062L00000WCpy3QAD,Montreal,of Montreal,3831
Gambi - BDC - Single Khedma - 1k€ - Traffic - 121121,Khedma,Gambi,3841
Mike Bahía Ay Amor,4:00 AM,Yammo,3861
Salma Lo Peor,Lo Peor,Salma,3871
WrCa - Amaal - Amaal Apple UPNext Campaign - P1 - R - 0062L00000WCwEvQAL [Canada],War,WAR,3921
[Buy or Bye 2] WrRE - Smiley - Breakdown + Buy or Bye 2 - P1 - R - 0062L00000WCTtuQAH (Buy or Bye 2 pre-save)-gGHiI,Breakdown,Smiley,3931
Atln - Saweetie - Get It Girl - P1 - R - 0062L00000WCphHQAT [USA],0,Fatal,3941
PLUMITAS | LIKE,Like,Plumas,3961
DOM_RBR_Daoduang_ppe-linkfire_13Nov2021,210,210,3971
DOM_Luss_4th_ppe-youtube_13Nov2021_youtube_fb_artist_nfm_vdo-tease1,Domino,USS,3981
Kelly Clarkson Birthday Campaign,Ay,Rampa,3991
Dom JINAN - TIMELESS - TRAFFIC TO DSP - LPV,Dj,LP,4001
Int - Ed Sheeran - Overpass Graffiti MV - Landing Page Views - Spotify,Overpass Graffiti,Ed Sheeran,4011
【あいみょん／ハート】_【IGストーリー】_【20211113-1130】,117,210,4021
【あいみょん／ハート】_【IGリール】_【20211113-1130】,117,210,4031
[INTL] HONNE DRAWING WITH [VIEWS],Hong,RA,4041
[INTL] PINK SWEAT$ NOTHING FEELS BETTER,Feel,Pink,4051
[INTL] COLDPLAY ED SHEERAN FIX YOU,Fix You,Coldplay,4061
[INTL] SILK SONIC SMOKIN OUT THE WINDOW REELS,Windows,Sil,4071
[INTL] SILK SONIC SMOKIN OUT THE WINDOW FB,Windows,SIL,4081
WrRE - Smiley - Breakdown + Buy or Bye 2 - P1 - R - 0062L00000WCTtuQAH (Buy or Bye 2 Release) (row e) [United States],Breakdown,Smiley,4091
The Pit- Traffic. Rob Zombie Posts,The City,RA,4101
The Pit- Traffic. SOAD Shavo Kanye,The City,RA,4111
The Pit- Traffic. Clown Injury,The City,RA,4121
The Pit- Brass Against,The City,RA,4131
elisa album,Se Não Me Amas,Elisa,4141
elisa album 2,Ameli,Ellai,4151
silk sonic album,Calm,Sia,4161
drenaz fendi,Fendi,DreNaz,4171
Bravo Hits XMas - Traffic - FB Feed,BRAG,RAVI,4181
Rod Stewart - The Tears Of Hercules - Out Now - Phase 3_Facebook_Feed Ad_engagement,The Tears Of Hercules,Rod Stewart,4191
Falco Emotional Deluxe - Out Now - Pre Rolls_Facebook_Feed Ad_clicks,Emotional,Falco,4201
Amazon Falco Emotional Deluxe - Out Now - Amazon_Pre Rolls_Facebook_Feed Ad_engagement2,OK,T2,4211
Falco Emotional Deluxe - Out Now - Pre Rolls_Instagram_Feed Ad_clicks,Emotional,Falco,4221
Falco Emotional Deluxe - Out Now - Pre Rolls_Instagram_Story Ad_clicks,Emotional,Falco,4231
Falco Emotional Deluxe - Out Now - Pre Rolls_Facebook_Promoted Post_engagement,Emotional,Falco,4241
Arttu Wiskari - Kolmas pyörä - IGS,Kolmas pyörä,Arttu Wiskari,4251
ABREU - Sabotage - IGS,Sabotage,ABREU,4261
Suvi Teräsniska - Kriisit - IGS,Kriisit,Suvi Teräsniska,4271
Arttu Wiskari - Kolmas pyörä - FB,Kolmas pyörä,Arttu Wiskari,4281
ABREU - Sabotage - FB,Sabotage,ABREU,4291
Suvi Teräsniska - Kriisit - FB,Kriisit,Suvi Teräsniska,4301
Roxette - Joyride - PO - NOV 2021,Joyride,Roxette,4311
Coque Malla - El Astronauta Gigante - ALB - NOV 2021,El barco,Coque Malla,4321
Vanesa Martín - y yo latiendo - SGL - NOV 2021,Y yo latiendo,Vanesa Martín,4331
Rod Stewart - The Tears of Hercules - ALB - NOV 2021,The Tears Of Hercules,Rod Stewart,4341
Blessd Medallo #2,Blessup!,BLESSED,4351
Maná Catálogo,Celoso,Maná,4361
Led Zeppelin Catálogo 50 Aniversario,Peli,Corsario.,4371
Hombres G Catálogo #2,Milagro en el Congo,Hombres G,4381
Hombres G Catálogo Rep Video #2,Te vi,Hombres G,4391
2621 | WMA ADS | MA | FORENZICS | CHANCES ARE | P067992__Video views,Change,Mala,4401
2623 | WMA ADS | BF | CHARLI XCX | CRASH PRE-ORDER | P067989__Video views,Wires,Charli XCX,4411
2624 | WMA ADS | MA | COLE SWINDELL | NEVER SAY NEVER | P067990__Video views,Never Say Never,Cole Swindell,4421
2625 | WMA ADS | TW | Carla Wehbe | 'hurts to love you' PHASE 1 | P067985__Video views,Voices,Hurts,4431
2626 | WMA ADS | MK | Boy Soda | Mood On The Roof | POTBC__Traffic,The Roots,The Roots,4441
Atln - Oliver Tree - Life Goes On [Ty Dolla $ign Remix] - P1 - R - 0062L00000WCjCFQA1 [United States],Life Goes On,Oliver Tree,4451
AR - Anitta - Envolver - 1121 - T001871,Envolver,Anitta,4452
BgBt - Atlantic Chill - Atlantic Chill [Q4] - P1 - R - 0062L00000VJ6zpQAD [Nostalgic Memory - USA],Lan,Tai Chi,4462
[Traffic] Silk Sonic - An Evening With SS | 12.11,Eva,Raf,4472
TOP 200 NOV | DAMELO,Melody,Loi,4482
TE QUIERO VER TOP 200 NOV,Ever,Overtone,4492
SHIVERS TOP 200 NOV,Spheres,Ash,4502
FULL PIOLI TOP 200 NOV,Quiénes somos realmente en directo desde la Plaza del Trigo - Sonorama 2015,Full,4512
[NOV 2021] CKAY - VIDEO VIEWS,Ties,DEON,4522
[NOV 2021] - THE WALTERS,The Waves,The Waterboys,4532
[NOV 2021] BENSON BOONE - VIDEO VIEWS,Only One,Lido,4542
[Long Beatz - Voodoo] Tráfego Youtube - 13.11.2021,Tub,210,4552
Vũ. - Bước Qua Nhau (Link Click),Bước Qua Nhau,Vũ,4562
Tom Petty // Doku YouTube Launch // Promoted Post_Facebook_Promoted Post_clicks,Aun,Motel,4582
NAVID - Mandag  (View) – kopi – kopi,Viewer,MEAN,4592
Ashnikko - PAIP - Drive Traffic To Website,T Rex,Ash,4602
2513| WMA ADS | MA | SIA | EVERYDAY IS CHRISTMAS| P067944 | INT,Everyday Is Christmas,Sia,4612
WrCa - Gang of Youths - Man Himself + album pre-order - P1 - R - 0062L00000WCnU7QAL [Canada],the man himself,Gang Of Youths,4622
WrCa - Remble - Rocc Climbing - P1 - R - 0062L00000WCv9BQAT [Canada],Rocc Climbing,Remble,4624
WrAu - Jessica Mauboy - Glow - P1 - R - 0062L00000WCVqiQAH [Australia],Glow,Jessica Mauboy,4626
[Phase 1] [FB Anderson Paak's page] Atln - Silk Sonic - An Evening With Silk Sonic - P1 - R - 0062L00000WCc1fQAD [USA],Smoking Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",4627
[India] WrWW - Oliver Tree - New Single [FB/IG/IGS] - P1 - R - 0062L00000WCR69QAH,Life Goes On,Oliver Tree,4628
WrRE - David Sabastian - Sista [EP] - P1 - R - 0062L00000WCSR5QAP [IGS/IGReels] [USA],Bad Bih Holiday,David Sabastian,4629
EdSheeran_OverpassGrafitti_15.11-25.11,Ed Sheeran,Ed Sheeran,4631
[D] WrNa - Warner Music Nashville - November YouTube Campaigns - P1 - R - 0062L00000WCWyiQAH,Embers,Ash,4641
WrAu - NLE Choppa - Jump In ft. Polo G - P1 - R - 0062L00000VIyetQAD [Australia],Celebrity Herbalist Shows PaperWork Of Different people he’s healed through herbs/diet<3,NLE Choppa,4651
Atln - Charli XCX - Good Ones [New Phase] - P3 - R - 0062L00000VJRBBQA5 [United States],Good Ones,Charli XCX,4661
Yaj | PBRTO | MV Out Now,Si We Dem Nuh Know We,Snow,4671
WMP - YT - Minelli - Nothing Hurts- In-stream,Nothing Hurts,Minelli,4681
WMP - YT - Chef'Special - Afraid Of The Dark,The Ark,The Ark,4691
[SC] Bruno Mars (Silk Sonic) - An Evening With Silk Sonic  - ALB - NOV 2021,Who Is,Bruno Mars,4701
[SC] Levantaremos al sol - PO - NOV 2021,210,210,4711
WMP - YT - Minelli - Nothing hurts - Discovery,Nothing Hurts,Minelli,4721
Robin Schulz  Young Right Now traffic instream,Dream,Robin Schulz,4731
WMP - YT - Alok feat. John Martin - Wherever You Go,OK,Gob,4741
WMP - YT - Robin Schulz & Dennis Lloyd - Young Right Now,Young Right Now,Robin Schulz & Dennis Lloyd,4751
"AR - LIT killah, Duki - Mala Mía - 1121 - T001873",War,WAR,4761
Robin Schulz & Dennis Lloyd - Young Right Now_Youtube_InStream Ad_clicks,Young Right Now,Robin Schulz & Dennis Lloyd,4771
Rhno - Sia - Snowman [2021] - P1 - R - 0062L00000WCfZHQA1 [In-Stream - USA],Snowman,Sia,4781
AR - Emanero - Chernobyl - 1121 - N002851,Chernobyl,Emanero,4791
[RATM] WrAS - Various Artists - Q4 eCom Always On - P1 - M - 0062L00000VHSQCQA5 [SMART SHOPPING],Soon,Various Artists,4801
